name,Ames,BBB,CL,CYP1A2-Inhibitor,CYP1A2-Substrate,CYP2C19-Inhibitor,CYP2C19-Substrate,CYP2C9-Inhibitor,CYP2C9-Substrate,CYP2D6-Inhibitor,CYP2D6-Substrate,CYP3A4-Inhibitor,CYP3A4-Substrate,Caco-2,F (20%),F (30%),Ghose,H-HT,HIA,LD50 of acute toxicity,Lipinski,LogD7.4,LogP,LogS,Oprea,PPB,Pgp-inhibitor,Pgp-substrate,SkinSen,T1/2,VD,Varma,Veber,druglikeness,hERG
DB00138,0.24199999992982454,0.9425747887111668,0.7794252104881164,0.006190384973812528,0.04,0.05275642457151416,0.056,0.008460262532010144,0.38508333333333333,0.1231866666666667,0.3378719047619047,0.004069368196836099,0.016,-5.815315303094758,0.4854,0.6336,0.75,0.218,0.31670000000000004,763.0419122759537,1.0,-1.0242273333333287,-0.8079999999999999,-1.8828919896246188,0.3333333333333333,25.829483333333336,0.029881612846924317,0.0031776064518922427,0.38321111111111106,1.454526002693449,-0.7453916336132017,0.4,1.0,0.9599999699757525,0.06133333333333333
DB00139,0.154,0.8729907061836608,0.9736186695544691,0.00019769089479477185,0.072,0.0028998245300530657,0.078,0.00018939070481157236,0.5763771428571428,0.0126,0.34379666666666664,6.602289843073505e-05,0.01,-5.102927940970476,0.42560000000000003,0.561,0.0,0.076,0.37950000000000006,822.5000215823533,1.0,-1.9286366666666832,-0.064,-0.3864256986333331,0.0,28.862899996,0.01813646459837148,0.005788110454824365,0.09919999999999998,1.45378753600801,-0.6842417010105508,0.8,1.0,0.9839999656225004,0.1288
DB00140,0.26599999866666757,0.2301109365506222,1.5575035486266209,0.16764880654887368,0.38,0.07005280166586109,0.362,0.1627860072302694,0.4100666666666667,0.25591333333333327,0.3321866666666667,0.2857029649792054,0.404,-6.002622701714283,0.417,0.46340000000000003,0.75,0.6,0.24304,1314.3181604259712,1.0,0.8642393333333334,-2.205,-3.541135777019994,0.6666666666666666,59.60093333293333,0.5153111625490404,0.26892439415912067,0.238,1.0344704846712562,-0.6639900333195511,0.4,0.5,0.9159999956575361,0.3165
DB00141,0.352,0.1448733821601344,0.9419054183751733,0.022127217567381154,0.214,0.012601077883495813,0.22,0.013634286120994165,0.4560079365079365,0.15751666666666667,0.33714999999999995,0.01113976527236285,0.11,-5.8787902376273715,0.29779999999999995,0.3316,0.75,0.228,0.25344666666666665,1518.654482821921,1.0,0.40517916666666826,-3.235,-0.3572468362053332,0.3333333333333333,20.775704759904766,0.12131644847958392,0.11634897365051769,0.25739999999999996,1.0484824704500155,-0.7585921711118111,0.4,1.0,0.9639999788447352,0.232
DB00142,0.168,0.9632670435192437,0.7550651640707703,0.00037130469704118793,0.008,0.006802134867386968,0.076,0.00042180494386897415,0.40748999999999996,0.023899999999999998,0.3260166666666667,0.0002374119423386336,0.002,-5.834837950240971,0.5469999999999999,0.7006,0.0,0.146,0.36976666666666663,1847.844922629239,1.0,-1.8491200000000148,-0.737,-0.616403969160334,0.0,22.490799998,0.031561577685579205,0.011524170864297686,0.2386,1.3143574861432699,-0.6826045456176456,0.8,1.0,0.9439999714819313,0.0248
DB00143,0.568,0.8778192852454545,1.088487414471512,0.012914016134159446,0.052,0.0356458008003687,0.108,0.026020246329960747,0.3765564285714285,0.12886666666666666,0.37697547619047617,0.04086580307413101,0.02,-6.145183872121666,0.3652,0.5464,0.75,0.226,0.2174566666666667,707.3378789488422,0.75,-0.9792966666666636,-2.206,-2.268542341481333,0.3333333333333333,25.484300000000005,0.15704733459734438,0.06175052302125576,0.4353066666666667,0.7600317423274336,-1.2182031120660615,0.4,1.0,0.7699999854011114,0.212
DB00146,0.086,0.7148151903155279,0.9038207069017548,0.035778536855438005,0.252,0.09647416528568711,0.464,0.11462070678161836,0.29449928571428574,0.34182999999999997,0.21653666666666668,0.1449170843318596,0.906,-5.058015350787127,0.5502,0.5027999999999999,0.5,0.756,0.8897999999999999,27.531125304591406,0.75,4.418504999999991,6.734,-6.336843431444286,1.0,84.1667595268095,0.8479475551830844,0.05878697250268925,0.49352,1.9132178554532613,-0.08285541849474382,1.0,1.0,0.9819999943570742,0.5227999999999999
DB00148,0.20599999578760883,0.6012860155670803,0.9981772846109023,0.0010466788628484757,0.246,0.00322699021555746,0.3,0.0004320418320448317,0.3691942857142857,0.15261666666666668,0.43729666666666656,0.0004522546506240413,0.256,-5.635641315680692,0.6438,0.5864,0.0,0.042,0.5217666666666667,1290.9266305342348,1.0,-1.6410100000000079,-1.104,-0.5422505040676657,0.0,10.332602380952379,0.0101383723284143,0.07032735693817523,0.48073333333333335,1.3557821041819262,-0.6378048061033069,0.8,1.0,0.8999999773410519,0.1264
DB00150,0.07599999333335557,0.9999830580424532,1.5529502305718408,0.028073743751615855,0.151,0.058007533857318744,0.182,0.019304383844507396,0.40013095238095236,0.22038333333333338,0.58504,0.026806023043240562,0.176,-5.18729243172572,0.8228,0.6832,1.0,0.32,0.7689333333333332,766.0694299499282,1.0,-1.254649333333331,0.64,-2.188651333464667,0.0,61.578466730666655,0.09385338920410558,0.11675500821031384,0.35159999999999997,0.7759400654087409,-0.5753952380079396,0.8,1.0,0.8079999925354668,0.19566666666666668
DB00152,0.086,0.5757135699876973,1.6810007839052465,0.3399239188597691,0.40066666666666667,0.09565977628562633,0.26,0.08894859209976802,0.44461666666666666,0.3847533333333334,0.3040266666666666,0.11904968114765045,0.468,-5.171228151159151,0.19119999999999998,0.20739999999999997,1.0,0.322,0.5710000000000001,779.2874026981405,1.0,0.5456236666666668,0.608,-2.6210690086333326,0.0,76.99193333133333,0.24233543908109131,0.19713747731973577,0.4326428571428571,1.253162230884795,-0.1343064311783127,0.8,1.0,0.9439999926996392,0.24899999999999997
DB00153,0.006,0.8941679988131706,0.9141776644053151,0.03375027257569218,0.366,0.1534737105833295,0.54,0.11136821123771809,0.3591976984126984,0.3018383333333333,0.3234466666666667,0.06914079270327146,0.922,-4.94504529162832,0.458,0.4046,0.5,0.042,0.9128000000000002,18.47368556841929,0.75,4.450867499999996,7.641,-6.635920431739992,0.6666666666666666,94.52823333733332,0.8175786545644964,0.07917755749965245,0.5037999999999999,1.962090139066723,0.07899239435084582,1.0,1.0,0.9619999946001112,0.5726333333333333
DB00157,0.14199999983462788,0.4933466934869967,0.5647100900993357,0.03997787795886299,0.178,0.07539343142906686,0.112,0.17245862356423702,0.3562192857142857,0.29261666666666664,0.3094066666666667,0.1692102178766908,0.1,-6.866277983991922,0.19439999999999996,0.30419999999999997,0.0,0.088,0.19473333333333334,1176.7090781073168,0.25,1.3758820000000018,-2.6860000000000004,-2.864295117650001,1.0,56.109733559333364,0.430028377929635,0.07345521285415234,0.25599999999999995,1.4238252756372811,-1.40412145312956,0.2,0.0,0.8199999664471079,0.524
DB00158,0.13199998800007198,0.9623066079190093,1.074496695760598,0.021809701322407445,0.109,0.027307315352045083,0.196,0.1729346392440793,0.41135333333333335,0.21432333333333334,0.3460833333333333,0.0691403485333942,0.142,-6.329650915884996,0.45280000000000004,0.5439999999999999,0.75,0.62,0.39793333333333336,961.3220696025812,0.75,-0.5983154999999978,-0.527,-3.990268673840002,1.0,67.9832000274,0.33392288427274386,0.1740969724973573,0.25759999999999994,0.8714485863858441,-1.2341920399891622,0.4,0.5,0.6759999793620755,0.476
DB00159,0.108,0.8912660142279254,1.1733341812510472,0.18961724083391382,0.154,0.02136045509637697,0.222,0.022918792558005333,0.8891055555555557,0.17053333333333331,0.6224795238095238,0.004623740305150578,0.074,-4.804959902086582,0.568,0.505,0.75,0.092,0.8048666666666666,6704.799720522846,0.75,1.5497173333333316,5.992999999999999,-5.053967404977333,0.3333333333333333,88.98808094838093,0.23208211738348447,0.030657380026811714,0.7343999999999999,1.8086854654044906,-0.6624688352189351,0.6,0.5,0.8979999818472122,0.6294714285714285
DB00162,0.6959999666667597,0.9144596801644963,1.9919291254947595,0.05955900565369368,0.826,0.08942226898578944,0.66,0.07277450693409608,0.9230861721611723,0.5261757142857142,0.8233804761904763,0.1103833306962768,0.83,-4.528341596148818,0.6160000000000001,0.46220000000000006,1.0,0.752,0.8666,2074.9678687023857,0.75,3.2650186666666636,5.51,-5.300379303346662,0.0,93.1240833333333,0.4043797963693061,0.05301339975596723,0.6416249206349207,1.8491572562016265,0.3550863052489205,1.0,1.0,0.9719999881246806,0.6781666666666666
